"","T0","T1","T2","T4","T5","T6","T7","T8"
"DSN1",2278,2053.33333333333,2538.73333333333,1683.95666666667,1454.88666666667,1909.3,2084.36666666667,2163.6
"DSP",1861566.66666667,1715700,2058466.66666667,1775500,1758733.33333333,1753633.33333333,1753766.66666667,1721533.33333333
"DST",158405.622222222,141094.866666667,149324.588888889,54009.9555555556,51239.4555555556,53786.5555555556,48809.0733333333,49006.6877777778
"DSTN",44233,40028,39638,44571.6666666667,52713.3333333333,43975,58175.3333333333,43348.6666666667
"DTD1",18220,19958.6666666667,18483.3333333333,8997.4,9426.9,12430,12453.6666666667,11913.4333333333
"DTNA",903.09,1214.61666666667,866.606666666667,960.356666666667,730.483333333333,1239.67666666667,1167.21,1046.88
"DTNB",22301.3333333333,21237.6666666667,21705.3333333333,13918.9666666667,15777.4666666667,19068.6666666667,20486.3333333333,21571.6666666667
"DTNBP1",2379.53333333333,2438.1,2437.73333333333,1520.56666666667,1417.1,1753.5,1710.56666666667,2043.67333333333
"DTX2",2389.57,2392.52333333333,2332.44,2329.02,2121.05666666667,2926.68,3043.7,2679.87666666667
"DTX3L",70611.3333333333,71668,60029.3333333333,75422,79004,62968,67586,57484.3333333333
"DTYMK",79769.3333333333,85712,80799.3333333333,69956.3333333333,70381,62050,63557.3333333333,60508
"DUOX1",51641.3333333333,54173.3333333333,57035.3333333333,55530,52378,51764,51538.3333333333,49357
"DUS3L",2216.46666666667,1933.46666666667,1747.93333333333,1834.5,1824.1,1337.28333333333,1454.95666666667,1209.82666666667
"DUSP11",27081,24472,23837.6666666667,24530.3333333333,26945.6666666667,25583.3333333333,23550.3333333333,27687.3333333333
"DUSP12",2192.19333333333,2294.74666666667,2954.5,1387.85,1333.39666666667,1236.89333333333,1275.22666666667,1380.78
"DUSP14",6526.6,7791.83333333333,6647.06666666667,6119.33333333333,6068.2,5235.5,5967.53333333333,5321.16666666667
"DUSP23",32814,35357.6666666667,32638,25916.3333333333,27503.3333333333,26337,25981,24087.6666666667
"DUSP3",3842.86666666667,4275.7,4676.33333333333,4399.5,4436.9,3834.96666666667,3933.2,3728.46666666667
"DUT",54220.3333333333,63640,64231,21119,25361,26822,25189,27046.6666666667
"DVL1;DVL1P1",2252.57,5244.25666666667,3530.58666666667,1146.22333333333,1092.91333333333,1075.84666666667,1305.88333333333,1027.79333333333
"DVL2",4044.29,4606.06666666667,4044.53666666667,1885.08333333333,2172.26666666667,3159.83333333333,2751.5,2968.7
"DYM",1658.23333333333,1975.8,1905.43333333333,1772.93333333333,1798.7,1684.03333333333,2210.83333333333,1708.56666666667
"DYNC1H1",565303.333333333,559243.333333333,529036.666666667,413090,431026.666666667,375936.666666667,360563.333333333,346420
"DYNC1I2",48200.6666666667,47759.3333333333,44781,41516.6666666667,41150.6666666667,29499,30102.3333333333,27580.6666666667
"DYNC1LI1",32542.3333333333,31943.6666666667,30632.3333333333,24015.6666666667,26979.6666666667,21856.3333333333,21418.3333333333,21124.3333333333
"DYNC1LI2",35530,34836,32970,30277.6666666667,29571.6666666667,27325,26899.3333333333,25193.6666666667
"DYNLL1",20164.3333333333,17728,18869.6666666667,21195.3333333333,22258,17838.3333333333,20786,18910.3333333333
"DYNLRB1;DYNLRB2",3302.1,3405.9,2905.73333333333,3580.43333333333,3052.66666666667,2130.73333333333,2485.73333333333,2177.86666666667
"DYNLT1",6216.43333333333,5749.23333333333,5652.13333333333,5143.2,5290.13333333333,5449.53333333333,5452.73333333333,5143.2
"DYRK1A",8335.46666666667,8112.6,8631.06666666667,6722.5,6620.93333333333,6341.4,6802.23333333333,6000.23333333333
"DYSF",5167.5,5963.03333333333,5657.7,6309.33333333333,6994.63333333333,6835.16666666667,8527.6,8012.26666666667
"E2F4",2451.88333333333,2181.3,2038.77333333333,1107.73666666667,1170.1,1465.66333333333,1019.71666666667,1375.17666666667
"E4F1",2187.13333333333,1745.39666666667,2185.9,444.176666666667,327.343333333333,938.266666666667,737.626666666667,1024.83333333333
"EAPP",339.366666666667,455.566666666667,345.9,182.693333333333,154.303333333333,125.836666666667,235.383333333333,263.15
"EARS2",60837.3333333333,66133.3333333333,62427,58457,62458.3333333333,53401.3333333333,58507.6666666667,51471.3333333333
"EBAG9",9292.03333333333,10310.4666666667,9713.03333333333,9620.63333333333,9831.56666666667,9040.33333333333,10879.0666666667,8924.2
"EBNA1BP2",75985,81964.6666666667,75484.3333333333,61101.6666666667,64181.3333333333,68816,65683,67323.6666666667
"EBP",17084,12824.5,14521,19037,32930.3333333333,12516.8666666667,11858.7,15751
"ECE1",20074.0666666667,23159.7,21127.6666666667,23903.0666666667,27289,27616,30583,30225.3333333333
"ECH1",124643.666666667,152870,148816,87911,97562.3333333333,102750.666666667,110581.666666667,98298.3333333333
"ECHDC1",40699.6666666667,45850,43684.3333333333,40520.6666666667,42343,36807.6666666667,36760,37064.6666666667
"ECHDC3",95171.3333333333,98418,99771.6666666667,73977.6666666667,76473.3333333333,62882.3333333333,60752,59562
"ECHS1",274550,294796.666666667,285690,221856.666666667,227890,205266.666666667,214013.333333333,190356.666666667
"ECI1;DCI",68579,62825,53769.6666666667,33846,42639.3333333333,57639,37229,50585.6666666667
"ECI2",80111.3333333333,87763.3333333333,85103,66773,69631,63085.6666666667,64177.3333333333,63896
"ECSIT",26490,26833,29243,23547,24192,23814,23109.6666666667,24293
"EDC3",25635.6666666667,21433,20884,16192.6666666667,17934.6666666667,16407,18001.6666666667,17744
"EDC4",62267,52949,52802.3333333333,48740.6666666667,50854,45329,45629,42235.6666666667
"EDEM1",157.453333333333,296.736666666667,158.176666666667,548.506666666667,315.3,448.796666666667,490.8,635.88
"EDEM2",10482.0333333333,10753.3666666667,9618.63333333333,9266.13333333333,10786.6333333333,8477.5,10020.7666666667,8440.6
"EDEM3",16480.3333333333,18226,17114.3333333333,22913.3333333333,25971.6666666667,22938.3333333333,26002,25237.3333333333
"EDF1",65023.6666666667,63030.3333333333,64349,40322.3333333333,43555.3333333333,40850,51054.3333333333,42934.3333333333
"EEA1",183333.333333333,181603.333333333,165643.333333333,199430,204120,205036.666666667,245653.333333333,220760
"EED",7766.7,9727.16666666667,9300.46666666667,8596.46666666667,9685.16666666667,9459.36666666667,12604.9,9818.96666666667
"EEF1A1P5;EEF1A1",237133.333333333,250806.666666667,214156.666666667,159753.333333333,176633.333333333,145910,148733.333333333,128627
"EEF1B2",47133,48148,44869,34890.6666666667,37574.3333333333,33946.3333333333,34510.3333333333,29754
"EEF1D",47746,51934.6666666667,46271,34540.6666666667,37164,31373,33635,30391.6666666667
"EEF1E1;EEF1E1-BLOC1S5",15389.6666666667,16034,13584.3333333333,4736.86666666667,5110.26666666667,4951.76666666667,4479.76666666667,4824.26666666667
"EEF1G",103971.333333333,103254.333333333,92037.3333333333,88437,89577.3333333333,83098.3333333333,93967,74838.6666666667
"EEF2",287463.333333333,289906.666666667,255650,259763.333333333,273423.333333333,206563.333333333,229086.666666667,194623.333333333
"EEFSEC",25986.0333333333,28294.2666666667,25396.3333333333,22695.1666666667,22340.4333333333,21610.1333333333,23331.4666666667,19826.6333333333
"EFCAB14",15269.5333333333,15421.8333333333,17114.1,16166.2,16835.9666666667,17038.5666666667,15710.7,17045.3333333333
"EFEMP1",13071.5,14894.2,15045.3333333333,16622.7,18169.6333333333,16089.6666666667,20761,17181
"EFHD1",1149.7,1442.16666666667,1110.03333333333,203.626666666667,254.586666666667,350.166666666667,289.276666666667,386.8
"EFHD2",46327.6666666667,60349,45283.3333333333,53865.3333333333,70357,59052.6666666667,65844.3333333333,56419
"EFNA1",5983.13333333333,7341.76666666667,8846.16666666667,12290.8333333333,10303.1333333333,10903.2,9436.06666666667,8294.03333333333
"EFNA5",5599.86666666667,5942.56666666667,6646.03333333333,5377.03333333333,4638.4,4654.8,5593.7,5076.76666666667
"EFNB1",35204,35508.3333333333,38246.6666666667,35478,36953.6666666667,28537,39006,30925.6666666667
"EFNB2",17573.5,18419.5333333333,19692.1333333333,25315.6666666667,27830.3333333333,20771.7333333333,27955.3333333333,23891.4666666667
"EFR3A",46943.6666666667,49815.3333333333,49986.3333333333,49730.3333333333,58709,54109,62868,59389
"EFTUD1",14842.4666666667,15312.2666666667,11959.0666666667,14133.1333333333,14145.8,12521.4333333333,13260.7,12297.7
"EFTUD2",172313.333333333,184026.666666667,181566.666666667,159157.333333333,173806.666666667,161986.666666667,176106.666666667,170220
"EGFR",190036.666666667,224026.666666667,233440,162620,182833.333333333,139470,176090,147723.333333333
"EGLN1",13813,12447.4,11303.3666666667,12824.4666666667,11864.8333333333,10826.8666666667,11010.5333333333,11516.1666666667
"EHBP1",10289.0333333333,9644.9,8871.76666666667,8812.16666666667,8750.7,8045.1,8875.76666666667,8345.76666666667
"EHBP1L1",11811.7,12001.3,11160.7,11235.6666666667,13277.3333333333,12667,14907.3333333333,13162.6666666667
"EHD1",26381,24650,22249,22504.6666666667,24782.3333333333,20234,21401.6666666667,19253.6666666667
"EHD2",135603.333333333,134737.333333333,106682,77179.6666666667,75233.6666666667,73682,72060,66521.6666666667
"EHD4",45504.3333333333,46405,38614.6666666667,32525.3333333333,34110.6666666667,30809,31127.6666666667,27921.3333333333
"EHHADH",59165.6666666667,71037.6666666667,64877,85678.6666666667,98798.6666666667,89378.6666666667,104523,89997
"EHMT1",14343.3666666667,15800.2,15366.9,16405,17781.6666666667,16077.8333333333,16683.4,15402.7333333333
"EHMT2",26891.6666666667,28685,30756.6666666667,23815.6666666667,26093.3333333333,24259,25092.3333333333,22308.6666666667
"EI24",39613.6666666667,43436,40781,33019.6666666667,39993,33863.6666666667,39749.6666666667,38187.6666666667
"EIF1;EIF1B",7441.3,8204.3,7027.26666666667,6158.5,7101.6,4829.06666666667,5832.86666666667,5080.33333333333
"EIF1AX;EIF1AY",32870,30457.3333333333,30730.6666666667,16248.3333333333,16557.1666666667,15062.6666666667,15985.3333333333,15234.3333333333
"EIF2A",39554.3333333333,38174.3333333333,33516.6666666667,39465,35271.6666666667,28037.6666666667,31810,24060.3333333333
"EIF2AK2",33181,31812.6666666667,29716,31470.6666666667,34543.6666666667,26648.3333333333,30692,27230.6666666667
"EIF2AK3",14122.2666666667,14715.8,14541.7666666667,13914.2666666667,14816.0666666667,16212.9,16496,16349.6
"EIF2AK4",2700.06666666667,2579.43333333333,1938.03333333333,2003.2,1923.33333333333,1683.30666666667,1927.93333333333,1676.12
"EIF2B1",4964.73333333333,4892.3,4584.83333333333,5299.3,5727.13333333333,4265.8,5335.13333333333,4270.56666666667
"EIF2B2",3888.13333333333,2067.89,2434.2,2180.99,2778.81,2112.59666666667,1986.42,2986.12
"EIF2B3",2523.9,2405.96666666667,1946.2,1667.7,2199.86666666667,1730.56666666667,1645.52666666667,1612.66666666667
"EIF2B4",13648.9,13911,12880.2333333333,5433.66666666667,6777.86666666667,7799.6,7801.13333333333,7489.96666666667
"EIF2B5",4679.86666666667,4620.23333333333,4039.63333333333,3158.76666666667,3546.96666666667,3208.83333333333,3318.96666666667,2814.43333333333
"EIF2D",10666.2,10284.8666666667,9887.93333333333,7084.73333333333,6881.83333333333,6615.96666666667,6771.1,6754
"EIF2S1",98175,107367.333333333,94237.6666666667,88842.6666666667,87071.6666666667,72505,89358.6666666667,67758.3333333333
"EIF2S2",70997,69999.6666666667,63356.6666666667,56417,53551.6666666667,46612.6666666667,53935,45347.3333333333
"EIF2S3;EIF2S3L",92073.3333333333,104063,91480.3333333333,78032,79067.6666666667,60194.6666666667,81496.6666666667,57926.6666666667
"EIF3A",155793.333333333,150323.333333333,147780,111388.333333333,119080,118840,139646.666666667,142163.333333333
"EIF3B",67740.6666666667,65466.3333333333,65614.3333333333,60282.6666666667,62312.6666666667,56600.6666666667,67450,63062.3333333333
"EIF3C;EIF3CL",91343,87599.6666666667,87781,61719.3333333333,66959,61874,75059.6666666667,72178.3333333333
"EIF3D",17746.6333333333,15893.9666666667,16616.2333333333,14385.4666666667,13594.3333333333,13509.3,14701.6333333333,14323.8333333333
"EIF3E",51837.3333333333,50654.6666666667,47216.3333333333,46516.3333333333,50324.3333333333,44329.6666666667,54300.3333333333,50941.3333333333
"EIF3F",8520.3,7974.3,8161.93333333333,8270.03333333333,8551.76666666667,8269.2,9906.03333333333,9073.7
"EIF3G",35949,31111.3333333333,31213.6666666667,29364.6666666667,29209.6666666667,27286.3333333333,30654,31763.6666666667
"EIF3H",37767.6666666667,37108,35858.3333333333,34564.6666666667,39933.3333333333,33077.6666666667,43759.6666666667,42001.6666666667
"EIF3I",21124.1,19550.4,20222.7333333333,18964,21319.0666666667,17302,23390.1666666667,20414.2333333333
"EIF3J",46748,49863,45373,37258.3333333333,37731.3333333333,30867.6666666667,37961.3333333333,34969
"EIF3K",36694,37296.3333333333,34810.3333333333,15776.3333333333,17336.3333333333,16560.6666666667,19243.6666666667,18941
"EIF3L",71447.3333333333,71544.3333333333,69122.6666666667,71248.6666666667,75242.3333333333,68745.6666666667,83162.6666666667,78144.6666666667
"EIF3M",8444.7,8157.2,7994.33333333333,6018.16666666667,7111.86666666667,6951.7,8040.96666666667,8253.06666666667
"EIF4A1",54309.5,53503.5,44955.6666666667,45985.3316666667,51724.7333333333,43673.7833333333,53054.5666666667,43321.9333333333
"EIF4A2",22342,20126.3333333333,18751.6666666667,19311.3333333333,21027,14643.3333333333,17247.3333333333,15741
"EIF4A3",128896,134664,132612.333333333,132608.333333333,145382.666666667,130568,143946,129029.666666667
"EIF4B",104857.333333333,102546.666666667,100598,77861.3333333333,74908,66085,73812.6666666667,70162
"EIF4E",18621.3333333333,17578.6666666667,16567.3333333333,15822.6666666667,16399.3333333333,14354.6666666667,16350.3333333333,15152
"EIF4E2",23102.6666666667,22471.3333333333,22902,16036,17918.3333333333,16335.6666666667,18924.6666666667,15273
"EIF4G1",72107.2,68706.0555555556,64939.3,57183.8666666667,60019.6777777778,52836.6633333333,62009.6222222222,56231.4777777778
"EIF4G2",86901,88949.6666666667,78658.3333333333,72244.6666666667,76304.3333333333,63007.6666666667,73956.6666666667,63265.6666666667
"EIF4G3",17885,16566,15727.6666666667,13395.3333333333,14690.6666666667,12545.6666666667,13131.3333333333,13022.6666666667
"EIF4H",28410.6666666667,28998.3333333333,26712.6666666667,22241.6666666667,21827.6666666667,19970.3333333333,22764,18991.3333333333
"EIF5",34752.3333333333,33485,33167,30280,31089,24715.6666666667,29508,24931.6666666667
"EIF5A;EIF5A2;EIF5AL1",60506.6666666667,50236.6666666667,50251.6666666667,52639,55171.6666666667,34732.6666666667,40031,33990.3333333333
"EIF5B",120302.333333333,117610.666666667,101849.666666667,74837,74353.3333333333,61578.3333333333,70829,64658.3333333333
"EIF6",21023.9666666667,21781.6,20855.7,21406.2,23789.3,20960.4,21134.7,20285.2333333333
"ELAC2",17080.7166666667,19104.1666666667,18440.1,14244.6666666667,14786.2333333333,18509.5,14638.6833333333,15580.8666666667
"ELAVL1",80080.3333333333,81487,80608.3333333333,78246.6666666667,86779.3333333333,85821,89227.6666666667,86870.6666666667
"ELAVL2;ELAVL4",15233.3333333333,14266.6666666667,14331,7387.16666666667,7804.13333333333,8657.63333333333,8200.13333333333,8335.96666666667
"ELF1",6673.2,5270.2,6491.43333333333,3859.16666666667,4371.7,4995.16666666667,4846,4630.13333333333
"ELMO2",3720.73333333333,4420.26666666667,3547.26666666667,3558.06666666667,2968.03333333333,3526.66666666667,3967.46666666667,3161.03333333333
"ELMO3",15390.3333333333,13610,13290.6666666667,8622.2,8909.63333333333,10495.6666666667,8871.76666666667,10215
"ELMOD2",40288.3333333333,44762.6666666667,43295.6666666667,48068,54415.6666666667,52073.3333333333,61293.3333333333,53566.6666666667
"ELMSAN1",27991,27325.3333333333,25982,14380.9666666667,16854.9,17954.7,17487.4666666667,18595.3
"ELOF1",1174.16666666667,1661.1,1198.53333333333,1427.06666666667,1845.46666666667,1371.1,1221.9,1083.13333333333
"ELOVL1",8520.43333333333,8728.56666666667,8934.5,12175.2,14147.3333333333,11360.7333333333,13281.9,11560
"ELOVL4",3994.4,4107.3,4139.16666666667,6044.5,6936.06666666667,5086.33333333333,5948.73333333333,5037.5
"ELOVL5",11969.2666666667,19162.6666666667,20004.6666666667,1489.7,3068.66666666667,2160.16666666667,2311.3,2642.06666666667
"ELOVL7",304.743333333333,342.693333333333,461.363333333333,364.303333333333,305.286666666667,269.893333333333,263.85,91.5233333333333
"ELP2",550.27,836.053333333333,477.696666666667,621.253333333333,325.383333333333,873.393333333333,1175.07666666667,644.163333333333
"ELP3",3927.03333333333,4198.66666666667,3765.36666666667,2079.86666666667,2546.6,3023.36666666667,2559.53666666667,3014.36666666667
"Em:AP000351.3;GSTT2;GSTT2B;GSTT1",2010.8,1996.46666666667,2077.26666666667,1753.83333333333,2188.03333333333,2098.24333333333,2046.96666666667,2019.93333333333
"EMB",7952.16666666667,8324.33333333333,8387.63333333333,10921.9333333333,11264.9,11900.8,12633.7666666667,11957.4666666667
"EMC1",115041.666666667,121888.666666667,115551.333333333,114860.333333333,123718,122102.333333333,134796,119771.666666667
"EMC10",23240,23858,25124,19156.3333333333,20761,22094,23307.6666666667,22682
"EMC2",30401.3333333333,29285.6666666667,28252,29533.6666666667,32298.6666666667,31131.6666666667,33497.3333333333,30698
"EMC3",29586.9,29282.2,27727.5,31457.5333333333,32642.7,30882.05,30413.5333333333,30314.85
"EMC4",14561.3666666667,15974.4333333333,14761.5666666667,14220.1666666667,14734.5333333333,15135,15106.6333333333,14174
"EMC6",13725.2,15577.5666666667,15137.3333333333,14656.5,17969.3333333333,11729.4333333333,19120.3333333333,14206.5
"EMC7",27398.6666666667,30165,29148.6666666667,26339.6666666667,28858.6666666667,28403,28791.6666666667,28791.6666666667
"EMC8",60586,62498.6666666667,62362.6666666667,45260.6666666667,48618,56627.3333333333,54297.3333333333,55958.6666666667
